Name,Address,Price,Apartment Units,Distance,Info,Rating,Tags
The Hana,"801 S Berendo St, Los Angeles, California(CA) 90005","4,000","[{'bedroom': '2', 'price': '4,000'}]",4.01km,"{'walking': '59', 'cycling': '19', 'transit': '35', 'driving': '14'}",3.3(75),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
AVA Arts District,"1540 Industrial Street, Los Angeles, California(CA) 90021","2,172","[{'bedroom': 'Studio', 'price': '2,172'}, {'bedroom': '1', 'price': '2,495'}, {'bedroom': '2', 'price': '3,299'}, {'bedroom': '3', 'price': '4,241'}]",4.77km,"{'walking': '92', 'cycling': '25', 'transit': '35', 'driving': '14'}",4.1(71),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Windsor Square Villas,"850 Crenshaw Boulevard, Los Angeles, California(CA) 90005","4,195","[{'bedroom': '3', 'price': '4,195'}]",5.15km,"{'walking': '100', 'cycling': '28', 'transit': '167', 'driving': '16'}",3.8(73),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Kingsley Tower Apartments,"333 South Kingsley Drive, Los Angeles, California(CA) 90020","1,980","[{'bedroom': 'Studio', 'price': '1,980'}, {'bedroom': '1', 'price': '2,545'}]",5.41km,"{'walking': '92', 'cycling': '27', 'transit': '51', 'driving': '19'}",2.8(3),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Collective,"143 South Burlington Avenue, Los Angeles, California(CA) 90057","2,050","[{'bedroom': '1', 'price': '2,050'}]",4.89km,"{'walking': '72', 'cycling': '21', 'transit': '39', 'driving': '15'}",2.3(63),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Tremont Apartments,"514 South Catalina Street, Los Angeles, California(CA) 90020","2,100","[{'bedroom': '1', 'price': '2,100'}, {'bedroom': '2', 'price': '2,695'}]",4.83km,"{'walking': '78', 'cycling': '24', 'transit': '37', 'driving': '17'}",3.1(21),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
E on Adams,"5181 W Adams Blvd, Los Angeles, California(CA) 90016","1,650","[{'bedroom': 'Studio', 'price': '1,650'}, {'bedroom': '1', 'price': '2,480'}, {'bedroom': '2', 'price': '3,160'}]",6.53km,"{'walking': '102', 'cycling': '30', 'transit': '42', 'driving': '13'}",2.9(8),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Avalon Wilshire,"5115 Wilshire Blvd, Los Angeles, California(CA) 90036","2,458","[{'bedroom': '1', 'price': '2,458'}, {'bedroom': '2', 'price': '3,431'}, {'bedroom': '3', 'price': '5,615'}]",6.82km,"{'walking': '127', 'cycling': '35', 'transit': '52', 'driving': '21'}",2.0(20),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Madison Hancock Park,"627 N Rossmore Ave, Los Angeles, California(CA) 90004","2,600","[{'bedroom': '1', 'price': '2,600'}, {'bedroom': '2', 'price': '3,300'}]",7.75km,"{'walking': '143', 'cycling': '38', 'transit': '66', 'driving': '23'}",3.9(92),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Silver Lake Towers,"3408 Sunset Blvd, Los Angeles, California(CA) 90026","1,525","[{'bedroom': 'Studio', 'price': '1,525'}]",7.33km,"{'walking': '110', 'cycling': '30', 'transit': '35', 'driving': '23'}",2.6(16),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
932 Maltman Ave.,"932 Maltman Ave, Los Angeles, California(CA) 90026","3,445","[{'bedroom': '1', 'price': '2,095'}, {'bedroom': '2', 'price': '3,445'}]",7.02km,"{'walking': '107', 'cycling': '31', 'transit': '51', 'driving': '24'}",2.7(65),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Wilder Los Angeles  Brand New,"1325 N New Hampshire Ave, Los Angeles, California(CA) 90027","2,667","[{'bedroom': '1', 'price': '2,667'}, {'bedroom': '2', 'price': '3,318'}]",8.26km,"{'walking': '122', 'cycling': '35', 'transit': '43', 'driving': '27'}",2.4(14),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Vues on Gordon,"1558 Gordon Street, Los Angeles, California(CA) 90028","2,995","[{'bedroom': '2', 'price': '2,995'}]",9.17km,"{'walking': '159', 'cycling': '43', 'transit': '51', 'driving': '27'}",4.0(15),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
618 S. Detroit,"618 South Detroit Street, Los Angeles, California(CA) 90036","2,895","[{'bedroom': '2', 'price': '2,895'}]",7.22km,"{'walking': '136', 'cycling': '38', 'transit': '56', 'driving': '22'}",3.4(14),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Sycamore,"2301 S Cloverdale Ave, Los Angeles, California(CA) 90016","1,165","[{'bedroom': '1', 'price': '1,165'}]",6.92km,"{'walking': '104', 'cycling': '33', 'transit': '50', 'driving': '15'}",2.4(71),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Eaves Los Feliz,"3100 RIVERSIDE DR, Los Angeles, California(CA) 90027","2,110","[{'bedroom': '1', 'price': '2,110'}, {'bedroom': '2', 'price': '2,845'}]",10.2km,"{'walking': '145', 'cycling': '48', 'transit': '41', 'driving': '21'}",4.1(54),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With gym', 'Pets allowed', 'Package collection ']"
Elmwood,"418 N Norton, Los Angeles, California(CA) 90004","1,200","[{'bedroom': '1', 'price': '1,200'}]",7.05km,"{'walking': '116', 'cycling': '36', 'transit': '68', 'driving': '22'}",3.5(15),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Modera Hollywood,"6775 Selma Avenue, Los Angeles, California(CA) 90028","3,232","[{'bedroom': '1', 'price': '3,232'}, {'bedroom': '2', 'price': '3,784'}]",9.85km,"{'walking': '162', 'cycling': '48', 'transit': '62', 'driving': '26'}",3.1(55),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'Pets allowed', 'With gym']"
Lido Apartments - 4025 Grandview,"Lido Apartments - 4025 Grandview, Culver City, California(CA) 90066","4,487","[{'bedroom': '3', 'price': '4,487'}]",13.39km,"{'walking': '208', 'cycling': '56', 'transit': '67', 'driving': '23'}",2.7(38),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With air conditioning', 'With indoor washing and drying']"
Lido Apartments - 141 N Hamilton Dr,"141 North Hamilton Drive, Beverly Hills, California(CA) 90211","1,995","[{'bedroom': '1', 'price': '1,995'}]",9.74km,"{'walking': '163', 'cycling': '48', 'transit': '64', 'driving': '23'}",3.2(30),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Gale Apartments,"113 North Gale Drive, Beverly Hills, California(CA) 90211","2,495","[{'bedroom': '1', 'price': '2,495'}]",9.55km,"{'walking': '160', 'cycling': '46', 'transit': '80', 'driving': '22'}",3.1(50),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
9400 Exposition,"9400 Exposition Boulevard, Los Angeles, California(CA) 90034","2,750","[{'bedroom': '1', 'price': '2,750'}, {'bedroom': '2', 'price': '3,700'}]",10.38km,"{'walking': '151', 'cycling': '41', 'transit': '36', 'driving': '16'}",2.6(2),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
514 N Hayworth,"514 North Hayworth Avenue, Los Angeles, California(CA) 90048","2,699","[{'bedroom': '1', 'price': '2,699'}]",9.62km,"{'walking': '176', 'cycling': '47', 'transit': '58', 'driving': '28'}",2.6(27),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
1333 N Martel Ave,"1333 North Martel Avenue, Los Angeles, California(CA) 90046","2,599","[{'bedroom': '1', 'price': '2,599'}]",10.14km,"{'walking': '189', 'cycling': '51', 'transit': '71', 'driving': '32'}",3.3(13),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
1844-1850 North Harvard,"1844 & 1850 N Harvard Blvd Apartments, Los Angeles, California(CA) 90027","1,900","[{'bedroom': 'Studio', 'price': '1,900'}, {'bedroom': '1', 'price': '2,200'}]",9.36km,"{'walking': '150', 'cycling': '42', 'transit': '71', 'driving': '31'}",4.9(95),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With air conditioning', 'Pets allowed']"
De Mille Manor,"2034 Argyle Avenue, Los Angeles, California(CA) 90068","1,785","[{'bedroom': 'Studio', 'price': '1,785'}, {'bedroom': '1', 'price': '2,020'}]",10.22km,"{'walking': '178', 'cycling': '48', 'transit': '230', 'driving': '28'}",2.1(10),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
8534-8538 Colgate,"8534 Colgate Avenue, Los Angeles, California(CA) 90048","3,500","[{'bedroom': '1', 'price': '3,500'}, {'bedroom': '2', 'price': '4,300'}]",10.1km,"{'walking': '170', 'cycling': '47', 'transit': '67', 'driving': '23'}",4.5(98),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With balcony', 'Pets allowed']"
The Q Playa,"5901 Center Dr, Los Angeles, California(CA) 90045","2,512","[{'bedroom': '1', 'price': '2,512'}, {'bedroom': '2', 'price': '3,463'}, {'bedroom': '3', 'price': '6,140'}]",10.72km,"{'walking': '200', 'cycling': '55', 'transit': '73', 'driving': '23'}",4.6(62),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
3240 Fay Avenue,"3240 Fay Avenue, Los Angeles, California(CA) 90034","2,999","[{'bedroom': '1', 'price': '2,999'}]",8.88km,"{'walking': '135', 'cycling': '38', 'transit': '42', 'driving': '15'}",2.9(24),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Culver,"3325 South Canfield Avenue, Los Angeles, California(CA) 90034","3,795","[{'bedroom': '2', 'price': '3,795'}, {'bedroom': '3', 'price': '4,695'}]",10.2km,"{'walking': '149', 'cycling': '40', 'transit': '53', 'driving': '15'}",4.2(43),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
The Jagger,"3630 Overland Avenue, Los Angeles, California(CA) 90034","2,400","[{'bedroom': 'Studio', 'price': '2,400'}, {'bedroom': '1', 'price': '2,830'}]",11.48km,"{'walking': '172', 'cycling': '46', 'transit': '45', 'driving': '18'}",4.1(45),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Sherholt,"416 South Sherbourne Drive, Los Angeles, California(CA) 90048","2,299","[{'bedroom': '1', 'price': '2,299'}, {'bedroom': '2', 'price': '3,095'}]",10.26km,"{'walking': '173', 'cycling': '47', 'transit': '65', 'driving': '24'}",2.4(89),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Burton Square,"8660 Burton Way, Los Angeles, California(CA) 90048","1,795","[{'bedroom': 'Studio', 'price': '1,795'}, {'bedroom': '1', 'price': '1,895'}]",10.43km,"{'walking': '175', 'cycling': '48', 'transit': '68', 'driving': '24'}",4.8(57),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
The Carlton At Hollywood,"5845 Carlton Way, Los Angeles, California(CA) 90028","3,395","[{'bedroom': '2', 'price': '3,395'}]",9.23km,"{'walking': '157', 'cycling': '43', 'transit': '44', 'driving': '27'}",3.8(6),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Wooster,"835 South Wooster Street, Los Angeles, California(CA) 90035","2,395","[{'bedroom': '1', 'price': '2,395'}]",10.03km,"{'walking': '169', 'cycling': '45', 'transit': '65', 'driving': '22'}",3.9(60),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Franklin Place,"1807 N Las Palmas Ave, Los Angeles, California(CA) 90028","2,495","[{'bedroom': '1', 'price': '2,495'}]",10.28km,"{'walking': '185', 'cycling': '50', 'transit': '55', 'driving': '30'}",4.7(45),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
The Hallie,"280 E Del Mar Blvd, Pasadena, California(CA) 91101","2,769","[{'bedroom': '1', 'price': '2,769'}]",18.4km,"{'walking': '260', 'cycling': '74', 'transit': '67', 'driving': '28'}",4.3(12),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
The Hilgard,"972 Hilgard Avenue Los Angeles, CA 90024, Los Angeles, California(CA) 90024","2,600","[{'bedroom': 'Studio', 'price': '2,600'}, {'bedroom': '1', 'price': '2,800'}, {'bedroom': '2', 'price': '4,100'}, {'bedroom': '4', 'price': '6,550'}]",15.03km,"{'walking': '213', 'cycling': '65', 'transit': '63', 'driving': '27'}",4.9(24),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Avalon Playa Vista,"5535 Westlawn Avenue, Los Angeles, California(CA) 90066","2,795","[{'bedroom': '1', 'price': '2,795'}, {'bedroom': '2', 'price': '3,645'}]",12.84km,"{'walking': '209', 'cycling': '60', 'transit': '68', 'driving': '24'}",3.1(17),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
AVA Hollywood at La Pietra Place,"6677 Santa Monica Boulevard, Los Angeles, California(CA) 90038","2,120","[{'bedroom': 'Studio', 'price': '2,120'}, {'bedroom': '1', 'price': '2,630'}, {'bedroom': '2', 'price': '2,935'}, {'bedroom': '3', 'price': '4,130'}]",8.92km,"{'walking': '164', 'cycling': '44', 'transit': '62', 'driving': '27'}",2.1(17),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Melrose,"6501 Melrose Ave, Los Angeles, California(CA) 90038","1,815","[{'bedroom': '1', 'price': '1,815'}]",8.38km,"{'walking': '141', 'cycling': '43', 'transit': '81', 'driving': '25'}",3.9(12),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
Woodcliff apartment,"3201 Overland Avenue, Los Angeles, California(CA) 90034","1,925","[{'bedroom': 'Studio', 'price': '1,925'}, {'bedroom': 'Single', 'price': '1,925'}, {'bedroom': '1', 'price': '2,150'}, {'bedroom': '2', 'price': '2,850'}]",12.08km,"{'walking': '159', 'cycling': '49', 'transit': '43', 'driving': '17'}",2.6(21),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With gym', 'Pets allowed', 'Package collection ']"
City Place,"801 E. Walnut Street, Pasadena, California(CA) 91101","3,025","[{'bedroom': '1', 'price': '3,025'}, {'bedroom': '2', 'price': '4,519'}]",19.9km,"{'walking': '283', 'cycling': '79', 'transit': '71', 'driving': '28'}",2.6(35),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
Hollywood Hills Apartments,"Hollywood Hills Apartments, Los Angeles, California(CA) 90068","1,825","[{'bedroom': 'Studio', 'price': '1,825'}, {'bedroom': '1', 'price': '2,050'}]",10.08km,"{'walking': '176', 'cycling': '48', 'transit': '48', 'driving': '28'}",3.0(2),"['With window view', 'Free service charge', 'VR house viewing', 'With floor plan', '0 deposit', '0 gift money']"
The Plaza Apartments,"10983 Wellworth Ave, Los Angeles, California(CA) 90024","3,500","[{'bedroom': '1', 'price': '3,500'}, {'bedroom': '2', 'price': '4,200'}]",15.3km,"{'walking': '212', 'cycling': '63', 'transit': '55', 'driving': '20'}",3.4(2),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'Pets allowed' , 'Collect parcels']"
Wilshire Margot,"10599 Wilshire Boulevard, Los Angeles, California(CA) 90024","1,345","[{'bedroom': 'Single', 'price': '1,345'}, {'bedroom': '1', 'price': '3,345'}, {'bedroom': '2', 'price': '7,000'}]",14.59km,"{'walking': '207', 'cycling': '65', 'transit': '72', 'driving': '23'}",4.3(73),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift', 'With elevator', 'With gym', 'Pets allowed' ]"
870 Hilgard Apartments,"870 Hilgard Ave, Los Angeles, California(CA) 90024","2,195","[{'bedroom': 'Studio', 'price': '2,195'}, {'bedroom': '1', 'price': '3,495'}]",15.08km,"{'walking': '217', 'cycling': '65', 'transit': '83', 'driving': '27'}",4.8(83),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With gym']"
Art Set NoHo,"11525 Chandler Blvd, Los Angeles, California(CA) 91601","2,295","[{'bedroom': 'Studio', 'price': '2,295'}, {'bedroom': '1', 'price': '2,500'}]",18.63km,"{'walking': '356', 'cycling': '96', 'transit': '60', 'driving': '35'}",2.7(67),"['With window view', 'Free service charge', 'VR viewing', 'With floor plan', '0 deposit', '0 gift money', 'With elevator']"
